a7,rouge,geo_stratum,jontax,stratum_jon,commune,joncomp2016,chef_collect_types,chef_collect_ever,salongo_freq,chef_collect_proptax_ever,appoint_yr,chef_stratum,chef_collect_stratum,stratum,stratum_count,treatment,rand1,rank1,count1,numtoselect1_control,probleft2_control,rand2,probleft3_control,numtoselect1_central,probleft2_central,probleft3_central,numtoselect1_local,probleft2_local,probleft3_local,numtoselect1_centralwinfo,probleft2_centralwinfo,numtoselect1_centralxlocal,probleft2_centralxlocal,probleft3_centralwinfo,rand3,order_treatment
349.0,0.0,5.0,1.0,13.0,3.0,2.0,0.0,0.0,1.3333333333333333,0.8809523809523808,2013.0,1.0,1.0,14.0,16.0,1.0,0.028188902540352223,1.0,16.0,0.2247191011235952,0.2247191011235952,0.028188902540352223,,5.014245014245015,0.014245014245014787,,,,,,,,,,0.26228436710897174,24.0
503.0,0.0,5.0,0.0,5.0,5.0,1.0,0.2,0.2,3.2,1.0,2004.4,2.0,1.0,13.0,14.0,1.0,0.09134694906114815,2.0,14.0,0.1966292134831458,0.1966292134831458,0.09134694906114815,,4.387464387464388,0.38746438746438816,,,,,,,,,,0.750559761654542,81.0
376.0,0.0,5.0,0.0,15.0,3.0,1.0,0.0,0.0,2.8333333333333335,0.9615384615384616,2008.5,,1.0,13.0,14.0,1.0,0.46207289889916303,4.0,14.0,0.1966292134831458,0.1966292134831458,0.46207289889916303,,4.387464387464388,0.38746438746438816,,,,,,,,,,0.47714445412820583,48.0
348.0,0.0,5.0,0.0,13.0,3.0,1.0,0.3333333333333333,0.16666666666666666,1.8333333333333333,1.0,1995.6666666666667,1.0,1.0,13.0,14.0,1.0,0.05592218832038942,1.0,14.0,0.1966292134831458,0.1966292134831458,0.05592218832038942,,4.387464387464388,0.38746438746438816,,,,,,,,,,0.9130950893854356,102.0
347.0,0.0,5.0,0.0,15.0,3.0,1.0,0.3333333333333333,0.16666666666666666,2.1666666666666665,1.0,1999.8333333333333,1.0,1.0,13.0,14.0,1.0,0.38472689473933486,3.0,14.0,0.1966292134831458,0.1966292134831458,0.38472689473933486,,4.387464387464388,0.38746438746438816,,,,,,,,,,0.8097906306988955,91.0
345.0,0.0,4.0,1.0,30.0,3.0,1.0,0.16666666666666666,0.16666666666666666,2.8333333333333335,1.0,1998.0,1.0,2.0,12.0,9.0,1.0,0.0883062121574053,1.0,9.0,0.1264044943820223,0.1264044943820223,0.0883062121574053,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.87101147098938,96.0
343.0,0.0,4.0,1.0,30.0,3.0,1.0,0.16666666666666666,0.16666666666666666,3.3333333333333335,1.0,1990.1666666666667,1.0,2.0,12.0,9.0,1.0,0.22193762301637643,2.0,9.0,0.1264044943820223,0.1264044943820223,0.22193762301637643,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.7615299392098615,84.0
357.0,0.0,4.0,1.0,33.0,3.0,2.0,0.0,0.0,4.333333333333333,0.6979166666666666,1999.0,1.0,1.0,11.0,9.0,1.0,0.15526085584416738,1.0,9.0,0.1264044943820223,0.1264044943820223,0.15526085584416738,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.8157038337179793,92.0
337.0,0.0,4.0,1.0,30.0,3.0,2.0,0.0,0.0,3.1666666666666665,0.0,2000.5,1.0,1.0,11.0,9.0,1.0,0.19104637360386179,2.0,9.0,0.1264044943820223,0.1264044943820223,0.19104637360386179,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.16876593650488336,18.0
356.0,0.0,4.0,0.0,33.0,3.0,1.0,0.5,0.16666666666666666,2.8333333333333335,1.0,2006.0,2.0,1.0,10.0,11.0,1.0,0.013008478272565571,1.0,11.0,0.1544943820224717,0.1544943820224717,0.013008478272565571,,3.4472934472934478,0.4472934472934478,,,,,,,,,,0.5946868903389434,62.0
338.0,0.0,4.0,0.0,30.0,3.0,1.0,0.3333333333333333,0.16666666666666666,3.0,1.0,2008.0,1.0,1.0,10.0,11.0,1.0,0.050451741508021564,3.0,11.0,0.1544943820224717,0.1544943820224717,0.050451741508021564,,3.4472934472934478,0.4472934472934478,,,,,,,,,,0.00474331241645054,1.0
313.0,0.0,4.0,0.0,30.0,2.0,1.0,0.0,0.0,2.6666666666666665,0.0,1993.3333333333333,1.0,1.0,10.0,11.0,1.0,0.026954464706803294,2.0,11.0,0.1544943820224717,0.1544943820224717,0.026954464706803294,,3.4472934472934478,0.4472934472934478,,,,,,,,,,0.6756251790504927,74.0
329.0,0.0,3.0,1.0,33.0,3.0,2.0,0.0,0.0,3.6666666666666665,0.33529411764705885,2006.8333333333333,2.0,2.0,9.0,9.0,1.0,0.2875572236908327,1.0,9.0,0.1264044943820223,0.1264044943820223,0.2875572236908327,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.8002220991549392,90.0
309.0,0.0,3.0,1.0,29.0,2.0,1.0,0.16666666666666666,0.16666666666666666,3.3333333333333335,0.2,1999.6666666666667,2.0,2.0,9.0,9.0,1.0,0.3585502862164346,2.0,9.0,0.1264044943820223,0.1264044943820223,0.3585502862164346,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.48698525239227564,51.0
