compound1,a7,dist_col1,dist_col2,dist_col_avg,dist_chief,dist_city_center
101022.0,101.0,8.795941725374739,,8.795941,,5.534682774993803
101099.0,101.0,8.559491359788517,,8.559491,,5.3319133204496545
587072.0,587.0,1.7030861251834828,,1.7030861,,4.243055573657101
101198.0,101.0,8.55523784114958,,8.555238,,5.166749443356843
101048.0,101.0,8.692798147627016,,8.692799,,5.4330857140374595
101015.0,101.0,8.752653639762604,,8.752654,,5.521201925030101
676040.0,676.0,6.151832836414127,,6.151833,,2.0601426681185524
587079.0,587.0,1.725791573609512,,1.7257916,,4.213521390680438
320010.0,320.0,9.61852668939509,,9.618526,,4.704178095477722
587170.0,587.0,1.4920323175998276,,1.4920323,,4.164592264610932
320104.0,320.0,9.700811740532478,,9.700811,,4.782363301982489
320094.0,320.0,9.684489578752707,,9.684489,,4.764943159276119
676056.0,676.0,6.4132461896222805,,6.413246,,2.1723392120343354
587177.0,587.0,1.400310329678543,,1.4003103,,4.25375752763822
676013.0,676.0,6.136901058460921,,6.136901,,2.0255658329814206
587113.0,587.0,1.5499463036206376,,1.5499463,,4.258595449387276
101096.0,101.0,8.587875535346107,,8.587875,,5.3416051560962075
101155.0,101.0,8.585717782719039,,8.585718,,5.196093694684911
101121.0,101.0,8.531482327482866,,8.531483,,5.240842636935293
320097.0,320.0,9.704598198516953,,9.704598,,4.78537955862433
101037.0,101.0,8.706041665422278,,8.706041,,5.4009092336468845
587093.0,587.0,1.6634224506343025,,1.6634225,,4.186781521127117
589062.0,589.0,1.481144406501072,,1.4811444,,4.634867589431808
101124.0,101.0,8.507632274771709,,8.507632,,5.245726922285685
676050.0,676.0,6.303622426795806,,6.3036222,,2.1028536529198245
589087.0,589.0,1.543235976359797,,1.543236,,4.705974835270603
587011.0,587.0,1.541103230357865,,1.5411032,,4.354373297518788
101004.0,101.0,8.63446536265754,,8.634465,,5.463353040007818
101026.0,101.0,8.742872644373106,,8.742872,,5.442464170098172
101196.0,101.0,8.497279215257038,,8.497279,,5.081040018834667
101195.0,101.0,8.47993148763254,,8.479932,,5.076621644809242
589001.0,589.0,1.4857338126910842,,1.4857339,,4.822857391619421
320063.0,320.0,9.547728715476213,,9.547729,,4.6300092086479605
587070.0,587.0,1.5587278794260564,,1.5587279,,4.2994312868405125
589049.0,589.0,1.4460351810459036,,1.4460351,,4.526574460805554
676080.0,676.0,6.331071623160206,,6.331072,,2.1632512980485563
676020.0,676.0,6.217267018006555,,6.217267,,2.0244644259060816
